Video link,260101,260102,260103,260104,260105,260106,260107,260108,260109,260110,260111,260112,260113,260114,260115,260116,260117,260118,260119,260120,260121,260122,260123,260124,260125,260126,260127,260128,260129,260130,260131,260201,260202,260203,260204,260205,260206,260207,260208,260209,260210,260211,260212,260213,260214,260215,260216,260217,260218,260219,260220,260221,260222,260223,260224,260225,260226,260227,260228,260301,260302,260303,260304,260305,260306,260307,260308,260309,260310,260311,260312,260313,260314,260315,260317,260318,260319,260320,260321,260322,260323,260324,260325,260326,260327,260328,260329,260330,260331,260401,260402,260403,260404,260405,260406,260407,260408,260409,260410,260411,260412,260413,260414,260415,260416,260417,260418,260419,260420,260421,260422,260423,260424,260425,260426,260427,260428,260429,260430,260501,260502,260503,260504,260505,260506,260507,260508,260509,260510,260511,260512,260513,260514,260515,260516,260517,260518
ZZIKS6NIMHo,61630.0,62393.0,63101.0,63737.0,64538.0,65393.0,66406.0,67434.0,69643.0,72291.0,73426.0,74038.0,74457.0,74763.0,75219.0,75893.0,76766.0,77259.0,77816.0,78212.0,78607.0,78960.0,79161.0,79395.0,79580.0,79746.0,79932.0,80209.0,80429.0,80676.0,80891.0,81044.0,81188.0,81344.0,81510.0,81676.0,81785.0,81881.0,82008.0,82080.0,82149.0,82220.0,82282.0,82344.0,82428.0,82475.0,82536.0,82585.0,82633.0,82690.0,82736.0,82817.0,82871.0,,83001.0,83070.0,83138.0,83190.0,83242.0,83314.0,83368.0,83416.0,83449.0,83482.0,83512.0,83546.0,83569.0,83585.0,83618.0,83635.0,83650.0,83677.0,83727.0,83774.0,83855.0,83891.0,83934.0,83969.0,84016.0,84040.0,84066.0,84079.0,84098.0,84116.0,84143.0,84169.0,84200.0,84215.0,84244.0,84270.0,84295.0,84318.0,84337.0,84380.0,84408.0,84422.0,84440.0,84456.0,84472.0,84512.0,84543.0,84557.0,84568.0,84587.0,84610.0,84630.0,84660.0,84704.0,84725.0,84739.0,84750.0,84768.0,84793.0,84813.0,84836.0,84856.0,84866.0,84889.0,84892.0,84909.0,84920.0,84932.0,84947.0,84958.0,84973.0,84982.0,84985.0,84998.0,85025.0,85055.0,85071.0,85084.0,85106.0,85117.0,85140.0,85153.0,85167
No2UhSOp8aM,233668.0,235125.0,236323.0,237351.0,238505.0,239525.0,240361.0,241050.0,241708.0,242421.0,242903.0,243604.0,244238.0,244768.0,245380.0,245915.0,246355.0,246803.0,247212.0,247695.0,248120.0,248431.0,248805.0,249241.0,249615.0,250053.0,250479.0,250840.0,251224.0,251563.0,251801.0,252080.0,252391.0,252779.0,253103.0,253375.0,253732.0,254027.0,254287.0,254534.0,254784.0,255053.0,255302.0,255529.0,255801.0,256050.0,256287.0,256570.0,256835.0,257099.0,257362.0,257601.0,257819.0,,258244.0,258434.0,258730.0,258967.0,259146.0,259396.0,259593.0,259769.0,260011.0,260202.0,260373.0,260554.0,260733.0,260897.0,261070.0,261262.0,261422.0,261572.0,261788.0,261984.0,262384.0,262550.0,262752.0,262968.0,263187.0,263515.0,263728.0,263957.0,264181.0,264460.0,264714.0,264924.0,265158.0,265385.0,265656.0,265884.0,266104.0,266328.0,266593.0,266833.0,267049.0,267230.0,267400.0,267614.0,267886.0,268160.0,268387.0,268591.0,268830.0,269058.0,269297.0,269527.0,269778.0,269973.0,270216.0,270413.0,270625.0,270808.0,270970.0,271108.0,271242.0,271367.0,271459.0,271546.0,271624.0,271715.0,271762.0,271810.0,271870.0,271930.0,271978.0,272039.0,272079.0,272123.0,272176.0,272215.0,272252.0,272298.0,272339.0,272385.0,272437.0,272488.0,272519
eDSb9J1DJKc,1074235.0,1080870.0,1088454.0,1095703.0,1102763.0,1110633.0,1117428.0,1123387.0,1128944.0,1134736.0,1140148.0,1145304.0,1150441.0,1154395.0,1158441.0,1162559.0,1165818.0,1168909.0,1171823.0,1174629.0,1177232.0,1179803.0,1182409.0,1184752.0,1187043.0,1189394.0,1191652.0,1193664.0,1195728.0,1197666.0,1199452.0,1201096.0,1202709.0,1204244.0,1205888.0,1207423.0,1209206.0,1210858.0,1212202.0,1213607.0,1215259.0,1216756.0,1218210.0,1219374.0,1220492.0,1221555.0,1222532.0,1223594.0,1224529.0,1225439.0,1226406.0,1227392.0,1228236.0,,1230213.0,1231109.0,1232039.0,1232915.0,1233771.0,1234495.0,1235240.0,1236061.0,1236823.0,1237526.0,1238236.0,1238909.0,1239642.0,1240274.0,1240973.0,1241645.0,1242398.0,1243063.0,1243768.0,1244350.0,1245597.0,1246324.0,1246923.0,1247622.0,1248263.0,1248839.0,1249469.0,1250014.0,1250552.0,1251077.0,1251650.0,1252198.0,1252684.0,1253169.0,1253751.0,1254294.0,1254721.0,1255222.0,1255802.0,1256352.0,1256801.0,1257333.0,1257847.0,1258372.0,1258847.0,1259401.0,1259860.0,1260302.0,1260827.0,1261285.0,1261756.0,1262205.0,1262674.0,1263108.0,1263518.0,1263970.0,1264313.0,1264704.0,1265051.0,1265374.0,1265681.0,1265994.0,1266341.0,1266677.0,1267066.0,1267505.0,1267941.0,1268312.0,1268649.0,1269067.0,1269415.0,1269766.0,1270138.0,1270481.0,1270849.0,1271195.0,1271572.0,1271903.0,1272212.0,1272522.0,1272882.0,1273195.0,1273525
_LGkbAg-4oo,1219.0,1388.0,1579.0,1763.0,1852.0,1912.0,2004.0,2060.0,2094.0,2107.0,2127.0,2138.0,2146.0,2151.0,2161.0,2167.0,2168.0,2173.0,2176.0,2178.0,2181.0,2185.0,2187.0,2189.0,2192.0,2193.0,2196.0,2197.0,2198.0,2198.0,2200.0,2200.0,2205.0,2207.0,2219.0,2225.0,2230.0,2236.0,2239.0,2240.0,2242.0,2248.0,2248.0,2251.0,2253.0,2256.0,2257.0,2256.0,2258.0,2258.0,2260.0,2262.0,2267.0,,2270.0,2270.0,2272.0,2272.0,2275.0,2275.0,2276.0,2276.0,2281.0,2281.0,2282.0,2282.0,2284.0,2284.0,2285.0,2286.0,2291.0,2291.0,2292.0,2292.0,2294.0,2294.0,2294.0,2296.0,2316.0,2319.0,2320.0,2320.0,2324.0,2331.0,2333.0,2336.0,2337.0,2338.0,2338.0,2338.0,2339.0,2339.0,2341.0,2342.0,2345.0,2350.0,2350.0,2352.0,2353.0,2354.0,2354.0,2355.0,2356.0,2356.0,2356.0,2358.0,2358.0,2359.0,2359.0,2359.0,2361.0,2363.0,2367.0,2368.0,2369.0,2369.0,2369.0,2369.0,2371.0,2372.0,2372.0,2373.0,2374.0,2374.0,2374.0,2374.0,2375.0,2376.0,2376.0,2376.0,2378.0,2378.0,2378.0,2379.0,2383.0,2383.0,2383
aLBo0oJqBXI,9929208.0,9962372.0,10014580.0,10049586.0,10083184.0,10116366.0,10148871.0,10180238.0,10210625.0,10241199.0,10269640.0,10318413.0,10364926.0,10396445.0,10424352.0,10454658.0,10481881.0,10506681.0,10527301.0,10547744.0,10565993.0,10583764.0,10602767.0,10623614.0,10644578.0,10663435.0,10681394.0,10697052.0,10712447.0,10727748.0,10743071.0,10757530.0,10771659.0,10785404.0,10799176.0,10812190.0,10824885.0,10837595.0,10849909.0,10861210.0,10872503.0,10883715.0,10894637.0,10905752.0,10917631.0,10928981.0,10939290.0,10948874.0,10958219.0,10967713.0,10977381.0,10987343.0,10997128.0,,11016447.0,11025613.0,11034394.0,11042698.0,11051393.0,11059800.0,11067584.0,11074805.0,11081931.0,11089374.0,11096498.0,11103997.0,11111361.0,11118292.0,11125298.0,11132413.0,11139471.0,11146861.0,11155111.0,11163100.0,11180112.0,11188422.0,11196917.0,11205402.0,11213725.0,11221719.0,11229643.0,11237472.0,11245115.0,11252668.0,11260152.0,11267714.0,11274549.0,11281858.0,11288990.0,11295784.0,11302491.0,11308770.0,11315146.0,11321812.0,11328295.0,11334411.0,11340285.0,11346332.0,11351978.0,11358018.0,11364316.0,11369851.0,11375010.0,11380169.0,11385247.0,11390225.0,11395803.0,11401166.0,11405907.0,11410511.0,11414974.0,11419590.0,11424185.0,11428981.0,11433719.0,11438174.0,11442651.0,11447380.0,11451793.0,11456465.0,11461407.0,11466363.0,11471184.0,11475868.0,11480316.0,11484647.0,11489012.0,11494103.0,11499616.0,11504868.0,11509772.0,11514703.0,11519480.0,11524464.0,11529968.0,11535217.0,11540333
VW7jSCsuWCI,151972.0,153262.0,154283.0,155163.0,156617.0,157454.0,157948.0,158361.0,158679.0,158919.0,159123.0,159312.0,159476.0,159627.0,159756.0,159882.0,159975.0,160057.0,160137.0,160280.0,160433.0,160498.0,160600.0,160677.0,160739.0,160802.0,160830.0,160891.0,160935.0,160973.0,161010.0,161051.0,161092.0,161139.0,161163.0,161187.0,161217.0,161238.0,161267.0,161289.0,161319.0,161339.0,161363.0,161394.0,161413.0,161429.0,161437.0,161461.0,161476.0,161493.0,161517.0,161593.0,161614.0,,161680.0,161711.0,161739.0,161765.0,161793.0,161807.0,161830.0,161864.0,161884.0,161900.0,161924.0,161936.0,161954.0,161979.0,161992.0,162002.0,162013.0,162032.0,162051.0,162070.0,162146.0,162168.0,162179.0,162195.0,162218.0,162234.0,162241.0,162258.0,162271.0,162285.0,162305.0,162317.0,162325.0,162344.0,162355.0,162363.0,162414.0,162437.0,162463.0,162472.0,162481.0,162494.0,162507.0,162514.0,162524.0,162538.0,162551.0,162574.0,162597.0,162613.0,162624.0,162647.0,162665.0,162694.0,162708.0,162727.0,162742.0,162757.0,162772.0,162784.0,162799.0,162809.0,162831.0,162839.0,162850.0,162871.0,162879.0,162891.0,162908.0,162921.0,162929.0,162946.0,162961.0,162980.0,162984.0,162993.0,163008.0,163018.0,163039.0,163069.0,163091.0,163122.0,163146
AoC7BBs_l6g,5714.0,5854.0,5989.0,6097.0,6198.0,6318.0,6438.0,6581.0,6690.0,6857.0,6994.0,7171.0,7430.0,7824.0,8514.0,8844.0,8970.0,9070.0,9117.0,9153.0,9179.0,9197.0,9207.0,9218.0,9225.0,9235.0,9245.0,9257.0,9267.0,9274.0,9284.0,9288.0,9292.0,9295.0,9297.0,9302.0,9307.0,9316.0,9323.0,9327.0,9332.0,9336.0,9341.0,9347.0,9353.0,9355.0,9359.0,9361.0,9364.0,9367.0,9371.0,9388.0,9396.0,,9410.0,9410.0,9418.0,9424.0,9425.0,9428.0,9429.0,9430.0,9433.0,9436.0,9436.0,9439.0,9444.0,9447.0,9451.0,9457.0,9460.0,9463.0,9468.0,9473.0,9489.0,9491.0,9496.0,9499.0,9505.0,9507.0,9509.0,9513.0,9519.0,9522.0,9523.0,9527.0,9529.0,9533.0,9536.0,9537.0,9545.0,9551.0,9557.0,9562.0,9566.0,9567.0,9577.0,9578.0,9582.0,9583.0,9585.0,9587.0,9589.0,9590.0,9591.0,9598.0,9598.0,9602.0,9604.0,9604.0,9609.0,9613.0,9619.0,9621.0,9626.0,9632.0,9639.0,9643.0,9645.0,9647.0,9653.0,9659.0,9667.0,9669.0,9672.0,9672.0,9674.0,9677.0,9677.0,9678.0,9680.0,9681.0,9682.0,9684.0,9685.0,9688.0,9691
YgwGBgZEKaM,53755.0,260043.0,428179.0,598000.0,620260.0,630240.0,641207.0,652108.0,661471.0,668368.0,673044.0,678098.0,682477.0,686296.0,689634.0,693146.0,695600.0,697683.0,700009.0,702161.0,704235.0,706336.0,708288.0,709945.0,711484.0,713369.0,715021.0,716706.0,718337.0,720081.0,721536.0,722919.0,724461.0,725980.0,727603.0,729141.0,730743.0,731993.0,733141.0,734365.0,735641.0,736977.0,738314.0,739731.0,740901.0,742012.0,742936.0,744079.0,745036.0,745947.0,746920.0,747681.0,748540.0,,750425.0,751620.0,752732.0,753703.0,754548.0,755389.0,756451.0,757553.0,758494.0,759676.0,760928.0,762137.0,763137.0,764269.0,765437.0,766517.0,767579.0,768704.0,769657.0,770469.0,772504.0,773488.0,774493.0,775411.0,776277.0,777068.0,778056.0,779156.0,780093.0,781080.0,781987.0,782775.0,783488.0,784326.0,785328.0,786210.0,787087.0,787919.0,788587.0,789221.0,789994.0,790821.0,791737.0,792763.0,793647.0,794501.0,795292.0,796185.0,796945.0,797809.0,798611.0,799332.0,800081.0,800751.0,801580.0,802411.0,803253.0,804159.0,804879.0,805539.0,806163.0,806917.0,807666.0,808461.0,809181.0,809787.0,810427.0,811125.0,811873.0,812693.0,813389.0,814075.0,814828.0,815581.0,816258.0,816936.0,817570.0,818215.0,818859.0,819548.0,820132.0,820695.0,821386
YgwGBgZEKaM,53755.0,260043.0,428179.0,598000.0,620260.0,630240.0,641207.0,652108.0,661471.0,668368.0,673044.0,678098.0,682477.0,686296.0,689634.0,693146.0,695600.0,697683.0,700009.0,702161.0,704235.0,706336.0,708288.0,709945.0,711484.0,713369.0,715021.0,716706.0,718337.0,720081.0,721536.0,722919.0,724461.0,725980.0,727603.0,729141.0,730743.0,731993.0,733141.0,734365.0,735629.0,736977.0,738314.0,739731.0,740901.0,742012.0,742936.0,744079.0,745036.0,745947.0,746920.0,747702.0,748540.0,,750425.0,751620.0,752732.0,753703.0,754548.0,755389.0,756531.0,757553.0,758494.0,759676.0,760928.0,762137.0,763137.0,764269.0,765437.0,766517.0,767579.0,768704.0,769657.0,770469.0,772504.0,773488.0,774493.0,775411.0,776277.0,777068.0,778056.0,779156.0,780093.0,781080.0,781987.0,782775.0,783488.0,784326.0,785328.0,786210.0,787087.0,787919.0,788587.0,789221.0,789994.0,790821.0,791737.0,792763.0,793647.0,794501.0,795292.0,796185.0,796945.0,797809.0,798611.0,799332.0,800081.0,800751.0,801580.0,802411.0,803253.0,804159.0,804879.0,805539.0,806163.0,806917.0,807666.0,808461.0,809181.0,809777.0,810427.0,811125.0,811873.0,812693.0,813389.0,814075.0,814828.0,815581.0,816234.0,816936.0,817570.0,818215.0,818859.0,819548.0,820132.0,820722.0,821386
