Video link,260101,260102,260103,260104,260105,260106,260107,260108,260109,260110,260111,260112,260113,260114,260115,260116,260117,260118,260119,260120,260121,260122,260123,260124,260125,260126,260127,260128,260129,260130,260131,260201,260202,260203,260204,260205,260206,260207,260208,260209,260210,260211,260212,260213,260214,260215,260216,260217,260218,260219,260220,260221
ZZIKS6NIMHo,61630.0,62393.0,63101.0,63737.0,64538.0,65393.0,66406.0,67434.0,69643.0,72291.0,73426.0,74038.0,74457.0,74763.0,75219.0,75893.0,76766.0,77259.0,77816.0,78212.0,78607.0,78960.0,79161.0,79395.0,79580.0,79746.0,79932.0,80209.0,80429.0,80676.0,80891.0,81044.0,81188.0,81344.0,81510.0,81676.0,81785.0,81881.0,82008.0,82080.0,82149.0,82220.0,82282.0,82344.0,82428.0,82475.0,82536.0,82585.0,82633.0,82690.0,82736.0,82817
No2UhSOp8aM,233668.0,235125.0,236323.0,237351.0,238505.0,239525.0,240361.0,241050.0,241708.0,242421.0,242903.0,243604.0,244238.0,244768.0,245380.0,245915.0,246355.0,246803.0,247212.0,247695.0,248120.0,248431.0,248805.0,249241.0,249615.0,250053.0,250479.0,250840.0,251224.0,251563.0,251801.0,252080.0,252391.0,252779.0,253103.0,253375.0,253732.0,254027.0,254287.0,254534.0,254784.0,255053.0,255302.0,255529.0,255801.0,256050.0,256287.0,256570.0,256835.0,257099.0,257362.0,257601
eDSb9J1DJKc,1074235.0,1080870.0,1088454.0,1095703.0,1102763.0,1110633.0,1117428.0,1123387.0,1128944.0,1134736.0,1140148.0,1145304.0,1150441.0,1154395.0,1158441.0,1162559.0,1165818.0,1168909.0,1171823.0,1174629.0,1177232.0,1179803.0,1182409.0,1184752.0,1187043.0,1189394.0,1191652.0,1193664.0,1195728.0,1197666.0,1199452.0,1201096.0,1202709.0,1204244.0,1205888.0,1207423.0,1209206.0,1210858.0,1212202.0,1213607.0,1215259.0,1216756.0,1218210.0,1219374.0,1220492.0,1221555.0,1222532.0,1223594.0,1224529.0,1225439.0,1226406.0,1227392
_LGkbAg-4oo,1219.0,1388.0,1579.0,1763.0,1852.0,1912.0,2004.0,2060.0,2094.0,2107.0,2127.0,2138.0,2146.0,2151.0,2161.0,2167.0,2168.0,2173.0,2176.0,2178.0,2181.0,2185.0,2187.0,2189.0,2192.0,2193.0,2196.0,2197.0,2198.0,2198.0,2200.0,2200.0,2205.0,2207.0,2219.0,2225.0,2230.0,2236.0,2239.0,2240.0,2242.0,2248.0,2248.0,2251.0,2253.0,2256.0,2257.0,2256.0,2258.0,2258.0,2260.0,2262
aLBo0oJqBXI,9929208.0,9962372.0,10014580.0,10049586.0,10083184.0,10116366.0,10148871.0,10180238.0,10210625.0,10241199.0,10269640.0,10318413.0,10364926.0,10396445.0,10424352.0,10454658.0,10481881.0,10506681.0,10527301.0,10547744.0,10565993.0,10583764.0,10602767.0,10623614.0,10644578.0,10663435.0,10681394.0,10697052.0,10712447.0,10727748.0,10743071.0,10757530.0,10771659.0,10785404.0,10799176.0,10812190.0,10824885.0,10837595.0,10849909.0,10861210.0,10872503.0,10883715.0,10894637.0,10905752.0,10917631.0,10928981.0,10939290.0,10948874.0,10958219.0,10967713.0,10977381.0,10987343
VW7jSCsuWCI,151972.0,153262.0,154283.0,155163.0,156617.0,157454.0,157948.0,158361.0,158679.0,158919.0,159123.0,159312.0,159476.0,159627.0,159756.0,159882.0,159975.0,160057.0,160137.0,160280.0,160433.0,160498.0,160600.0,160677.0,160739.0,160802.0,160830.0,160891.0,160935.0,160973.0,161010.0,161051.0,161092.0,161139.0,161163.0,161187.0,161217.0,161238.0,161267.0,161289.0,161319.0,161339.0,161363.0,161394.0,161413.0,161429.0,161437.0,161461.0,161476.0,161493.0,161517.0,161593
AoC7BBs_l6g,5714.0,5854.0,5989.0,6097.0,6198.0,6318.0,6438.0,6581.0,6690.0,6857.0,6994.0,7171.0,7430.0,7824.0,8514.0,8844.0,8970.0,9070.0,9117.0,9153.0,9179.0,9197.0,9207.0,9218.0,9225.0,9235.0,9245.0,9257.0,9267.0,9274.0,9284.0,9288.0,9292.0,9295.0,9297.0,9302.0,9307.0,9316.0,9323.0,9327.0,9332.0,9336.0,9341.0,9347.0,9353.0,9355.0,9359.0,9361.0,9364.0,9367.0,9371.0,9388
YgwGBgZEKaM,53755.0,260043.0,428179.0,598000.0,620260.0,630240.0,641207.0,652108.0,661471.0,668368.0,673044.0,678098.0,682477.0,686296.0,689634.0,693146.0,695600.0,697683.0,700009.0,702161.0,704235.0,706336.0,708288.0,709945.0,711484.0,713369.0,715021.0,716706.0,718337.0,720081.0,721536.0,722919.0,724461.0,725980.0,727603.0,729141.0,730743.0,731993.0,733141.0,734365.0,735641.0,736977.0,738314.0,739731.0,740901.0,742012.0,742936.0,744079.0,745036.0,745947.0,746920.0,747681
YgwGBgZEKaM,53755.0,260043.0,428179.0,598000.0,620260.0,630240.0,641207.0,652108.0,661471.0,668368.0,673044.0,678098.0,682477.0,686296.0,689634.0,693146.0,695600.0,697683.0,700009.0,702161.0,704235.0,706336.0,708288.0,709945.0,711484.0,713369.0,715021.0,716706.0,718337.0,720081.0,721536.0,722919.0,724461.0,725980.0,727603.0,729141.0,730743.0,731993.0,733141.0,734365.0,735629.0,736977.0,738314.0,739731.0,740901.0,742012.0,742936.0,744079.0,745036.0,745947.0,746920.0,747702
blYK_tKXn9E,527156.0,530850.0,534368.0,537543.0,540497.0,544130.0,548342.0,552666.0,555033.0,556820.0,558800.0,564467.0,568120.0,569809.0,571513.0,573118.0,574124.0,574993.0,575839.0,576388.0,576774.0,577217.0,577889.0,578462.0,578893.0,579248.0,579578.0,579886.0,580189.0,580510.0,580850.0,581203.0,581491.0,581747.0,581998.0,582198.0,582424.0,582661.0,582867.0,583061.0,583260.0,583450.0,583617.0,583738.0,583915.0,584114.0,584310.0,584477.0,584666.0,584835.0,584983.0,585152
OCfFVUySdYw,1520620.0,1552330.0,1605803.0,1640140.0,1666562.0,1690276.0,1711962.0,1733801.0,1768569.0,1796519.0,1819098.0,1835901.0,1851716.0,1868502.0,1889738.0,1943965.0,1980307.0,2003477.0,2019422.0,2031610.0,2041671.0,2050856.0,2058889.0,2066694.0,2074426.0,2080462.0,2085839.0,2090905.0,2095775.0,2100612.0,2105686.0,2110268.0,2114170.0,2117590.0,2120869.0,2124235.0,2127789.0,2131887.0,2136165.0,2139475.0,2142445.0,2145310.0,2148376.0,2151450.0,2154676.0,2157859.0,2159627.0,2161348.0,2162883.0,2164411.0,2165879.0,2167385
7hTbNeHqGD8,12418490.0,12451822.0,12485028.0,12516646.0,12552039.0,12586076.0,12619337.0,12650749.0,12682619.0,12711039.0,12739274.0,12773398.0,12804780.0,12833455.0,12865084.0,12893515.0,12919547.0,12956884.0,13039458.0,13164215.0,13241393.0,13305494.0,13357584.0,13400860.0,13439868.0,13477319.0,13509345.0,13539495.0,13568939.0,13594959.0,13618261.0,13640413.0,13664643.0,13687521.0,13709002.0,13730173.0,13750574.0,13768809.0,13785775.0,13803396.0,13821014.0,13837693.0,13853837.0,13868989.0,13883453.0,13896832.0,13910937.0,13924401.0,13937998.0,13951037.0,13964233.0,13976780
QjMGurFjvT4,6780.0,7113.0,7453.0,7717.0,7916.0,8019.0,8084.0,8149.0,8206.0,8247.0,8280.0,8320.0,8343.0,8354.0,8371.0,8386.0,8400.0,8424.0,8437.0,8446.0,8458.0,8466.0,8471.0,8479.0,8487.0,8495.0,8507.0,8515.0,8524.0,8531.0,8539.0,8551.0,8562.0,8568.0,8574.0,8580.0,8598.0,8607.0,8617.0,8627.0,8636.0,8645.0,8656.0,8661.0,8669.0,8678.0,8688.0,8692.0,8703.0,8710.0,8720.0,8731
cC-6G5daQBo,92475.0,93533.0,94630.0,95702.0,97372.0,98866.0,100094.0,101402.0,102599.0,103900.0,105270.0,107698.0,111661.0,113603.0,115517.0,116817.0,118120.0,119327.0,120111.0,121243.0,122206.0,122720.0,123412.0,124055.0,124640.0,125176.0,125827.0,126340.0,126810.0,127188.0,127678.0,128109.0,128522.0,129071.0,129492.0,129917.0,130251.0,130700.0,131124.0,131486.0,131906.0,132290.0,132627.0,132872.0,133178.0,133460.0,133719.0,134113.0,134605.0,134848.0,135079.0,135490
Mxp_q_RBCXE,3196.0,476150.0,1067341.0,1441047.0,1773183.0,2102169.0,2417094.0,2735471.0,3073632.0,3436303.0,3805585.0,4137604.0,4467256.0,4775472.0,5114652.0,5444183.0,5780592.0,6113866.0,6397856.0,6684883.0,6968129.0,7238268.0,7510929.0,7805494.0,8094419.0,8356429.0,8617850.0,8890882.0,9175356.0,9462776.0,9785571.0,10091378.0,10376391.0,10655866.0,10943485.0,11235503.0,11544611.0,11878137.0,12203751.0,12477228.0,12731423.0,12982058.0,13234910.0,13495018.0,13795198.0,14085655.0,14341287.0,14594082.0,14831624.0,15069050.0,15315464.0,15580057
lRZXbdupH7I,43984.0,45525.0,46999.0,48698.0,49926.0,51090.0,52453.0,54054.0,55485.0,56844.0,58248.0,59564.0,62704.0,65340.0,67698.0,69622.0,71207.0,72931.0,74577.0,75969.0,77357.0,78801.0,80230.0,81523.0,82829.0,83965.0,85155.0,86414.0,87412.0,88250.0,89118.0,89905.0,90624.0,91362.0,91964.0,92557.0,93160.0,93656.0,94175.0,94666.0,95122.0,95624.0,96053.0,96434.0,96857.0,97310.0,97761.0,98216.0,98662.0,99127.0,99692.0,100198
J1kMnHO8xSk,89722.0,91835.0,94335.0,96414.0,98232.0,100320.0,102812.0,104999.0,105993.0,106209.0,106377.0,106572.0,106699.0,106784.0,106912.0,107066.0,107149.0,107227.0,107309.0,107367.0,107423.0,107470.0,107516.0,107565.0,107610.0,107632.0,107667.0,107695.0,107744.0,107771.0,107801.0,107823.0,107859.0,107910.0,107952.0,108004.0,108062.0,108150.0,108211.0,108260.0,108346.0,108427.0,108474.0,108574.0,108641.0,108727.0,108781.0,108836.0,108871.0,108914.0,108945.0,109001
ELaFmC2UFzk,370908.0,371304.0,371865.0,372408.0,372910.0,373419.0,373933.0,375413.0,378117.0,381118.0,383945.0,386680.0,389750.0,392515.0,397542.0,404601.0,409428.0,413542.0,417036.0,420369.0,423426.0,426602.0,429420.0,432055.0,434517.0,438601.0,441743.0,444649.0,447402.0,450155.0,452752.0,454853.0,456861.0,459243.0,462710.0,464356.0,465015.0,465656.0,466267.0,466765.0,467203.0,467648.0,467977.0,468429.0,468828.0,469135.0,469355.0,469647.0,469859.0,470075.0,470286.0,470500
UulR1x4tvZE,529251.0,532290.0,535457.0,539279.0,543360.0,547215.0,551715.0,556852.0,561225.0,565251.0,569571.0,573867.0,578770.0,587511.0,602597.0,610299.0,616686.0,622712.0,628622.0,634426.0,639429.0,644214.0,648562.0,652792.0,656969.0,660909.0,664975.0,668887.0,672705.0,676364.0,680238.0,684134.0,688068.0,691767.0,695364.0,699215.0,702970.0,706379.0,709941.0,713451.0,716820.0,720040.0,723494.0,726676.0,729983.0,733301.0,736817.0,739872.0,743274.0,746684.0,750099.0,753673
8cEdndsuzSE,21144971.0,21186470.0,21229979.0,21273684.0,21316833.0,21360358.0,21404480.0,21449135.0,21494519.0,21540030.0,21585104.0,21627215.0,21669477.0,21710318.0,21756791.0,21806357.0,21857093.0,21905433.0,21948760.0,21992299.0,22034437.0,22080015.0,22145650.0,22231317.0,22303258.0,22381301.0,22453360.0,22526759.0,22599867.0,22672104.0,22748727.0,22819082.0,22884153.0,22947860.0,23012004.0,23076112.0,23140603.0,23206573.0,23270766.0,23331005.0,23390104.0,23447742.0,23504335.0,23558513.0,23615724.0,23669485.0,23720326.0,23770370.0,23817862.0,23865997.0,23915011.0,23969667
n71tJihpPHA,11309.0,11677.0,11974.0,12236.0,12806.0,13213.0,13440.0,13583.0,13664.0,13758.0,13808.0,13860.0,13900.0,13947.0,13994.0,14030.0,14076.0,14119.0,14144.0,14177.0,14203.0,14229.0,14252.0,14277.0,14295.0,14318.0,14345.0,14355.0,14365.0,14381.0,14406.0,14427.0,14448.0,14463.0,14481.0,14489.0,14500.0,14509.0,14521.0,14540.0,14550.0,14560.0,14567.0,14572.0,14588.0,14605.0,14617.0,14631.0,14643.0,14648.0,14665.0,14671
_onCG9RhAIo,,,2251.0,5809.0,7927.0,9451.0,10513.0,11603.0,12892.0,14407.0,15722.0,16443.0,17043.0,17574.0,18081.0,18646.0,19171.0,19828.0,20440.0,21111.0,23626.0,24355.0,24852.0,25171.0,25362.0,25555.0,25705.0,25877.0,26101.0,26212.0,26357.0,26474.0,26585.0,26724.0,26841.0,26951.0,27048.0,27151.0,27265.0,27342.0,27451.0,27546.0,27618.0,27700.0,27782.0,27880.0,27957.0,28043.0,28105.0,28175.0,28246.0,28299
