Artist ID,Album ID,Album URL,Album date,Video link
Idol-2da-yellow,2024-raprnb,/musicalbum/2024-RAPRNB,240517,xGM7Iw4L1KU
Idol-2da-yellow,2024-goutside,/musicalbum/2024-gOutside,240618,NBuKX8D5WHY
Idol-2da-yellow,2024-new-era,/musicalbum/2024-New-Era,240809,CpyHo1ACxI4
Idol-abin,2024-the-last-cold-snap,/musicalbum/2024-The-Last-Cold-Snap,240229,vpYSC7CCOng
Idol-abin,2024-two-two,/musicalbum/2024-TWO-TWO,240430,Awga3MFprVs
Idol-adela,2024-homewrecked,/musicalbum/2024-HOMEWRECKED,241004,AJfsKx12kqA
Idol-adela,2024-superscar,/musicalbum/2024-SUPERSCAR,241202,Pn6ey6HOkP4
Idol-adora,2024-dusk-twilight,/musicalbum/2024-dusk-twilight,240301,0DRI-vluaOk
Idol-agenda,2024-ya,/musicalbum/2024-YA,240426,mSH5zzdqSy8
Idol-agenda,2024-much,/musicalbum/2024-Much,241022,B4AZfLeuuQU
Idol-ailee,2024-one-day,/musicalbum/2024-One-Day,240204,9ErxPoA41XQ
Idol-ailee,2024-the-boss,/musicalbum/2024-The-Boss,240924,-NS3o2Sqkas
Idol-ailee,2024-stronger,/musicalbum/2024-STRONGER,241005,miLGWLMpjew
Idol-ailee,2024-psalms-150-project-vol-7,/musicalbum/2024-Psalms-150-Project-Vol-7,241028,PXalpaVs1js
Idol-ailee,2024-love-that-only-heaven-allows,/musicalbum/2024-Love-That-Only-Heaven-Allows,240814,lDOaRevYDEc
Idol-ailee,2024-the-tale-of-lady-ok-pt-2,/musicalbum/2024-The-Tale-of-Lady-Ok-Pt-2,241215,ouWTiLoHt3A
Idol-airi-kanna,2024-hit-on-shot,/musicalbum/2024-Hit-on-Shot,240403,suyhkCwKX48
Idol-airi-kanna,2024-epic-seven-original-soundtrack-frozen-eclipse,/musicalbum/2024-Epic-Seven-Original-Soundtrack-Frozen-Eclipse,240706,RbQv87f4mvg
Idol-airi-kanna,2024-blue-crystal,/musicalbum/2024-Blue-crystal,240725,gq3gzxPBOK0
Idol-airi-kanna,2024-the-last-flower-japanese-ver,/musicalbum/2024-The-Last-Flower-Japanese-ver,240821,6vcJ5bVRcjA
Idol-ajeomi,2024-first,/musicalbum/2024-First,240315,MaVUv1yAPi0
Idol-ajeomi,2024-love-me-say,/musicalbum/2024-Love-me-say,240705,wnhzQsQiBDE
Idol-ajeomi,2024-stardust,/musicalbum/2024-Stardust,241101,xLfrlRtvXMc
Idol-akane-lize,2024-festa,/musicalbum/2024-Festa,240929,3_0Ut2tlxLM
Idol-akira,2024-rendezvous,/musicalbum/2024-Rendezvous,240705,F6nGefL1olI
Idol-ali,2024-maestra-pt-6,/musicalbum/2024-Maestra-Pt-6,240114,OoF3Jto39tU
Idol-ali,2024-wonderful-world-pt-4,/musicalbum/2024-Wonderful-World-Pt-4,240329,t4o-fYNFWa0
Idol-amber,2024-dusk-till-dawn,/musicalbum/2024-Dusk-Till-Dawn,240115,pVgYZP1IK6k
Idol-ambid-jack,2024-death-therapy,/musicalbum/2024-Death-Therapy,240616,khea2h43JuY
Idol-amin,2024-recipe-somehow-the-president-3-ost,/musicalbum/2024-Recipe-Somehow-the-President-3-OST,240107,J5KabhUOI2Y
Idol-amin,2024-you-re-a-flower,/musicalbum/2024-You-re-a-flower,240425,O7JitRLg3TE
Idol-amin,2024-i-still3,/musicalbum/2024-I-Still3,240721,19-uX-iO26I
Idol-amon,2024-club-wolf,/musicalbum/2024-Club-Wolf,240423,MokEiT0LSok
Idol-an-shinae,2024-bloom-come-travel-with-me-mom-x-an-shinae,/musicalbum/2024-Bloom-Come-travel-with-me-Mom-X-An-Shinae,240623,W603jKiqCJI
Idol-an-shinae,2024-dear-city,/musicalbum/2024-Dear-City,240703,0zHoKKpeYiE
Idol-annyeong,2024-eunyoung,/musicalbum/2024-Eunyoung,240119,WIK41ihnNeg
Idol-annyeong,2024-say-goodbye-everyday,/musicalbum/2024-Say-Goodbye-Everyday,240227,6XZLIigaodc
Idol-annyeong,2024-look-at-your-picture,/musicalbum/2024-Look-at-your-picture,240509,U1RNXWZ3lbc
Idol-annyeong,2024-first-love,/musicalbum/2024-First-Love,240620,drzjACsP9Gg
Idol-annyeong,2024-when-i-hold-you-in-my-arms,/musicalbum/2024-When-I-hold-you-in-my-arms,240707,9AHmjAlxPpQ
Idol-annyeong,2024-the-warmth-of-you,/musicalbum/2024-The-warmth-of-you,240828,YL07rjwhv3E
Idol-annyeong,2024-parting-taxi-2024,/musicalbum/2024-Parting-Taxi-2024,240924,pdBqhp_lU5g
Idol-arahashi-tabi,2024-voyage3,/musicalbum/2024-Voyage3,241211,G5tTozKJRD4
Idol-aria-j,2024-the-fantasy-korean-version,/musicalbum/2024-The-Fantasy-Korean-Version,240318,m_T3vsDeux8
Idol-aria-j,2024-the-fantasy-japanese-version,/musicalbum/2024-The-Fantasy-Japanese-Version,240318,VwkJxFEYPo8
Idol-aria-j,2024-5-seconds,/musicalbum/2024-5-Seconds,241104,KRpycHAMKMw
Idol-ash-b,2024-wish,/musicalbum/2024-Wish,240123,4a1iZXSR2RU
Idol-ash-b,2024-g,/musicalbum/2024-G,240808,3psDZCLiTTc
Idol-ash-island,2024-pay-day-with-kozypop,/musicalbum/2024-PAY-DAY-with-KozyPop,240110,
Idol-ash-island,2024-20,/musicalbum/2024-20,240626,
Idol-avokid,2024-one-word,/musicalbum/2024-One-word,240608,r8uvRAs-bfo
Idol-ayatsuno-yuni,2024-how-to-be-mine-aiobahn-remix,/musicalbum/2024-How-to-be-mine-Aiobahn-Remix,240131,8z-2uO9Cg2c
Idol-ayatsuno-yuni,2024-supadopa,/musicalbum/2024-SUPADOPA,240619,R_RAWjqdgTs
Idol-ayno,2024-good-mistakes,/musicalbum/2024-Good-Mistakes,240312,e6v9yO3MOxE
Idol-b-i,2024-tasty,/musicalbum/2024-Tasty,240520,kwU-8HvrO5k
Idol-bada,2024-ping,/musicalbum/2024-Ping,240425,j1T-wQk24_4
Idol-bada,2024-let-it-be-the-sea,/musicalbum/2024-Let-it-be-the-sea,241202,PzpoP5uHtPY
Idol-baek-a-yeon,2024-meaningless-words,/musicalbum/2024-Meaningless-Words,240911,QuCxknNOwbU
Idol-baek-yeseul,2024-my-sweet-mobster-pt-8,/musicalbum/2024-My-Sweet-Mobster-Pt-8,240711,0LqJjKb_xC8
Idol-baekho,2024-love-or-die,/musicalbum/2024-Love-or-Die,240508,p1p5ZlGTpBk
Idol-baekho,2024-wet-wild,/musicalbum/2024-Wet-Wild,240601,hac7m3DJBvc
Idol-baekho,2024-nutty-nutty,/musicalbum/2024-Nutty-Nutty,240904,pNTGk59i6AQ
Idol-baekhyun,2024-hello-world3,/musicalbum/2024-Hello-World3,240906,hMRWo9pN4kY
Idol-baekjin,2024-wake-up,/musicalbum/2024-Wake-Up,241111,vuS9uYWiK54
Idol-bambam,2024-bamesis,/musicalbum/2024-Bamesis,240808,quNtPI4bmPA
Idol-bang-yedam,2024-branding-in-seongsu-pt-3,/musicalbum/2024-Branding-in-Seongsu-Pt-3,240222,z7E7sr5IPWE
Idol-bang-yedam,2024-officially-cool-with-winter,/musicalbum/2024-Officially-Cool-With-Winter,240402,GGJAfv5WIW4
Idol-bang-yongguk,2024-3,/musicalbum/2024-3,240331,5kGzR-24UR4
Idol-bao,2024-why-so-serious,/musicalbum/2024-Why-so-serious,240912,ID3k3UjM9BI
Idol-be-o,2024-affection,/musicalbum/2024-Affection,240424,lOcg-Ke_KyE
Idol-be-o,2024-criminal,/musicalbum/2024-Criminal,240702,oOj1gHM7z0E
Idol-bebe-yana,2024-the-rmxs-vol-1,/musicalbum/2024-The-Rmxs-Vol-1,240417,crZ8umyurcc
Idol-bebe-yana,2024-icy-on-my-neck,/musicalbum/2024-Icy-On-My-Neck,240823,yweVfHiinCQ
Idol-belle,2024-my-sweet-mobster-pt-3,/musicalbum/2024-My-Sweet-Mobster-Pt-3,240619,HjvKnHEXK0o
Idol-ben,2024-the-midnight-studio-pt-4,/musicalbum/2024-The-Midnight-Studio-Pt-4,240402,yNp-JfIKWNM
Idol-beomhan,2024-me-myself-i,/musicalbum/2024-Me-Myself-I,240131,b2RYaGdhdmU
Idol-bibi,2024-bam-yang-gang,/musicalbum/2024-Bam-Yang-Gang,240213,smdmEhkIRVc
Idol-bibi,2024-feeling-lucky,/musicalbum/2024-Feeling-Lucky,240426,g8BTgbbDYxY
Idol-bibi,2024-derre,/musicalbum/2024-Derre,241114,6QsETNWBV4Y
Idol-big-naughty,2024-sunkissed,/musicalbum/2024-Sunkissed,240626,Kv1fVZag_mQ
Idol-bikini-cactus,2024-i-want-you-to-be-naked,/musicalbum/2024-I-want-you-to-be-naked,240705,Kf74tbyWlVQ
Idol-bikini-cactus,2024-headshot,/musicalbum/2024-HEADSHOT,240802,zkEF4E5m1C8
Idol-bikini-cactus,2024-vision,/musicalbum/2024-Vision,241127,FEBZP4dss7E
Idol-blase,2024-debugging,/musicalbum/2024-Debugging,240522,
Idol-blue-d,2024-marigold,/musicalbum/2024-Marigold,240317,Xf4QEdo1MK0
Idol-bm,2024-element,/musicalbum/2024-Element,240507,pMSTTezxiTg
Idol-boa,2024-emptiness,/musicalbum/2024-Emptiness,240326,mpG4AotIuEc
Idol-boa2,2024-love-around-me,/musicalbum/2024-Love-Around-Me,240302,_zaeQvcTg_8
Idol-bobae,2024-escape,/musicalbum/2024-escape,240306,4NydyX2iXPg
Idol-bobae,2024-you-never-know,/musicalbum/2024-You-never-know,240522,oVtV4g-zBNs
Idol-boeun,2024-savior,/musicalbum/2024-Savior,240718,cUOkz_Axk9I
Idol-bohoon,2024-miss-night-and-day-ost-part-1,/musicalbum/2024-Miss-Night-and-Day-OST-Part-1,240615,TzEtgCdg5ug
Idol-bohoon,2024-branding-in-seongsu-original-soundtrack-pt-4,/musicalbum/2024-Branding-in-Seongsu-Original-SoundTrack-Pt-4,240229,x_xFy8_7lYI
Idol-bohoon,2024-letter2,/musicalbum/2024-Letter2,241221,sT8V5qGJvR0
Idol-bohoon,2024-indigging-02,/musicalbum/2024-Indigging-02,240818,5PS8Kp0eLaQ
Idol-bora2,2024-branding-in-seongsu-pt-5,/musicalbum/2024-Branding-in-Seongsu-Pt-5,240307,39cbfXsQyBM
Idol-boramiyu,2024-heejae,/musicalbum/2024-Heejae,240131,xnY0me1DI_4
Idol-boramiyu,2024-lost-ark-vol-4-vocal-track,/musicalbum/2024-Lost-Ark-Vol-4-Vocal-Track,240220,RlQbmF8DiU0
Idol-boramiyu,2024-clover-1,/musicalbum/2024-clover-1,240901,SCcQosdR4D8
Idol-bryn,2024-supercharged,/musicalbum/2024-Supercharged,241003,q0f_aobyjOo
Idol-bryn,2024-still,/musicalbum/2024-Still,240220,oKdTjCKXQL8
Idol-byeol-eun,2024-dream-come-true,/musicalbum/2024-Dream-come-true,240413,k-Ph1urecas
Idol-byeol-eun,2024-dungeon-fighter-asrahan-mu-god-of-mist,/musicalbum/2024-Dungeon-Fighter-Asrahan-Mu-God-of-Mist,240425,CDBYAFtmT3s
Idol-byeol-eun,2024-lovelovelove,/musicalbum/2024-lovelovelove,240713,ZM02Wc63H-0
Idol-byeol-eun,2024-my-merry-marriage-pt-6,/musicalbum/2024-My-Merry-Marriage-Pt-6,241118,TupG81T3MyQ
Idol-camo,2024-ring-ring,/musicalbum/2024-Ring-Ring,240904,sHOiu5KcjiY
Idol-camo,2024-only-you,/musicalbum/2024-Only-You,240919,V3g_eVyvl8w
Idol-camo,2024-yours-truly,/musicalbum/2024-Yours-Truly,241011,5iCYkF8ym44
Idol-car-the-garden,2024-just-as-we-are,/musicalbum/2024-Just-As-We-Are,240618,rN2Z_9G_82k
Idol-cha-eunwoo,2024-entity,/musicalbum/2024-ENTITY,240215,JC23B1KMW0M
Idol-cha-eunwoo,2024-2024-new-love-sailing,/musicalbum/2024-2024-New-Love-Sailing,240606,l4yIiB_iRtY
Idol-chae-eunjung,2024-ring-ring2,/musicalbum/2024-Ring-Ring2,241029,5Mk64LnRt4M
Idol-chae-eunjung,2024-tonight2,/musicalbum/2024-Tonight2,241204,TbDfwCvUwpM
Idol-chaelin,2024-vanish,/musicalbum/2024-Vanish,240716,nKtv9EHN8do
Idol-chaelin,2024-let-it-snow,/musicalbum/2024-Let-It-Snow,240219,T4Tn1efW77o
Idol-chaeree2,2024-hard-for-me,/musicalbum/2024-Hard-For-Me,240301,FQXk0kf-bHY
Idol-chaeree2,2024-no,/musicalbum/2024-No,241218,YZoEQM0tBes
Idol-chaewon7,2024-americano-on-a-rainy-day,/musicalbum/2024-Americano-on-a-Rainy-Day,240514,dn-PZJu-D4s
Idol-changsub,2024-dare-to-love-me-ost-pt-1,/musicalbum/2024-Dare-to-Love-Me-OST-Pt-1,240514,O8T3fBCVCXs
Idol-chanhyuk,2024-1trillion,/musicalbum/2024-1TRILLION,240101,KMlfL9Xy-K4
Idol-chanmina,2024-202,/musicalbum/2024-202,240626,3TyE9HAZm6A
Idol-chanmina,2024-ng,/musicalbum/2024-NG,240809,SCNlEuz9-eg
Idol-chanmina,2024-forever2,/musicalbum/2024-FOREVER2,241015,JvHMh9-zYmc
Idol-chanyeol,2024-black-out2,/musicalbum/2024-Black-Out2,240828,YI_AM-mFCNk
Idol-cheeze,2024-fireworks-play,/musicalbum/2024-Fireworks-play,240809,oFIViakgf_s
Idol-cheeze,2024-no-gain-no-love-pt-5-original-soundtrack,/musicalbum/2024-No-Gain-No-Love-Pt-5-Original-Soundtrack,240916,
Idol-cheeze,2024-we-were-held-by-the-sea,/musicalbum/2024-We-Were-Held-by-the-Sea,240417,
Idol-chen,2024-doctor-slump-pt-3,/musicalbum/2024-Doctor-Slump-Pt-3,240210,7Y8F5eFEA6I
Idol-chen,2024-chen-japan-tour-2023-polaris,/musicalbum/2024-CHEN-JAPAN-TOUR-2023-Polaris,240214,f-xRNz8bZo4
Idol-chen,2024-door,/musicalbum/2024-Door,240528,f60zirK_9io
Idol-chen,2024-romance-in-the-house-pt-2,/musicalbum/2024-Romance-in-the-House-Pt-2,240818,pNz1QaheEts
Idol-choi-ingyeong,2024-helpless,/musicalbum/2024-Helpless,240319,wm58TphMZjY
Idol-choi-ingyeong,2024-a-crooked-night,/musicalbum/2024-A-Crooked-Night,240906,3OAbflpSSPw
Idol-choi-jin-hyuk,2024-i-want-to-hug-you,/musicalbum/2024-I-Want-to-Hug-You,241229,KS7gU0o8Qj4
Idol-choi-yuree,2024-exchange3-pt-5,/musicalbum/2024-EXchange3-Pt-5,240126,AvHqG9tFiKE
Idol-choi-yuree,2024-wedding-impossible-ost-special,/musicalbum/2024-Wedding-Impossible-OST-Special,240305,fWC1UW1DyUA
Idol-choi-yuree,2024-it-s-been-a-while,/musicalbum/2024-It-s-Been-a-While,240502,C0puxFMBLHw
Idol-choi-yuree,2024-queen-of-tears-pt-9,/musicalbum/2024-Queen-of-Tears-Pt-9,240414,weIz_Vzi-nQ
Idol-choi-yuree,2024-746,/musicalbum/2024-746,241028,jNZqm5U5bVw
Idol-chois,2024-gyeol,/musicalbum/2024-Gyeol,240518,6kfm7aG8wMg
Idol-chois,2024-mute,/musicalbum/2024-MUTE,241202,S1OLQa6hNR4
Idol-chong-jeena,2024-broken-house,/musicalbum/2024-Broken-House,240126,lyspMumtiNw
Idol-chorong,2024-fallin,/musicalbum/2024-Fallin,240702,p4An4H8n5ic
Idol-chosng,2024-love-type,/musicalbum/2024-Love-Type,240321,NU4bBPhlAio
Idol-chosng,2024-swim-on-you,/musicalbum/2024-Swim-on-you,240821,zVLg5DTocSU
Idol-chu-hwa-jeong,2024-how-can-you-say-it-never-happened,/musicalbum/2024-How-can-you-say-it-never-happened,240909,xQgwE0HlTrU
Idol-chungha,2024-eenie-meenie,/musicalbum/2024-EENIE-MEENIE,240311,zTtkQ4Af-6U
Idol-chungha,2024-algorithm,/musicalbum/2024-Algorithm,240828,dyMDOIMBlmc
Idol-chungha,2024-algorithm-remixes,/musicalbum/2024-Algorithm-Remixes,240923,k5JBRT0ESQI
Idol-chungha,2024-christmas-promises,/musicalbum/2024-Christmas-Promises,241203,jZ62GAaQ_YQ
Idol-chuu,2024-fox-rain-the-moon-during-the-day,/musicalbum/2024-Fox-Rain-The-Moon-during-the-Day,240103,SVGTzOL357Y
Idol-chuu,2024-chocolate,/musicalbum/2024-Chocolate,240213,VUj-zlRdy2o
Idol-chuu,2024-chocolate-english-ver,/musicalbum/2024-Chocolate-English-Ver,240214,3i6kVvdxx3s
Idol-chuu,2024-strawberry-rush,/musicalbum/2024-Strawberry-Rush,240625,JRbXa1w-Pa8
Idol-chuu,2024-second-love,/musicalbum/2024-Second-Love,240722,4_SuFtHRpJU
Idol-chuu,2024-20th-anniversary-of-the-korean-wave-part-2,/musicalbum/2024-20th-Anniversary-of-the-Korean-Wave-Part-2,240912,gG2iDqgfEBQ
Idol-claire-hau,2024-icecream-taste,/musicalbum/2024-Icecream-taste,240123,SCcsepUj1g0
Idol-claire-hau,2024-hey-boy,/musicalbum/2024-Hey-Boy,240423,90xVG7qCErM
Idol-claire-hau,2024-kyo-love,/musicalbum/2024-Kyo-Love,240804,njge8ft1CKc
Idol-cocona,2024-you-me3,/musicalbum/2024-You-Me3,240618,cdVepQ--8Jw
Idol-cocona,2024-waah-faster,/musicalbum/2024-Waah-Faster,240628,-noQfavUkLc
Idol-coiblen,2024-color,/musicalbum/2024-Color,240308,TdlMsM4jxys
Idol-coiblen,2024-in-the-room,/musicalbum/2024-In-The-Room,240909,LIbB-dUsDYs
Idol-colde,2024-yoonseul,/musicalbum/2024-Yoonseul,240426,ILhn1jhKznY
Idol-coogie,2024-before-upset,/musicalbum/2024-BEFORE-UPSET,240604,GZuy-IZ1x6w
Idol-cooing,2024-rec,/musicalbum/2024-REC,240327,UgXdZ0sERS0
Idol-cooing,2024-summer-kiss,/musicalbum/2024-Summer-Kiss,240808,4zu2OpV-Wfc
Idol-cooing,2024-stars-with-the-pain,/musicalbum/2024-Stars-with-the-pain,241120,68SmeJ6bq90
Idol-corbyn,2024-before-i,/musicalbum/2024-Before-I,240623,4J-HvSzK7Ko
Idol-cracker,2024-magic-hour,/musicalbum/2024-Magic-Hour,240501,o6cj9g_Nh2Y
Idol-cracker,2024-mem-mem,/musicalbum/2024-Mem-Mem,240801,0ThDz0h3brI
Idol-crush,2024-queen-of-tears-pt-4,/musicalbum/2024-Queen-of-Tears-Pt-4,240324,Z4qVfCi_lUI
Idol-crush,2024-by-your-side,/musicalbum/2024-By-Your-Side,240417,rgDmqJS1S7I
Idol-crush,2024-come-travel-with-me-mom-x-crush,/musicalbum/2024-Come-Travel-With-Me-Mom-x-Crush,240616,K3vFtbKV8wo
Idol-d-ark,2024-re-new,/musicalbum/2024-Re-new,241129,Pc-LIwfVAug
Idol-d-o,2024-popcorn,/musicalbum/2024-Popcorn,240430,3AoruwUKQ3I
Idol-d-o,2024-blossom,/musicalbum/2024-Blossom,240507,iPVFUi976aE
Idol-d2ear,2024-somang-zip,/musicalbum/2024-SOMANG-zip,240508,CNoPwnhX5v8
Idol-d2ear,2024-coloring-ya-ya-ya-original-baby-v-o-x,/musicalbum/2024-Coloring-Ya-Ya-Ya-Original-Baby-V-O-X,241029,7qMPiFUO2RQ
Idol-daal,2024-shadow,/musicalbum/2024-Shadow,240227,FkcbjHQAxGw
Idol-daal,2024-confession2,/musicalbum/2024-Confession2,240822,XTdZI2vNdQ0
Idol-daesung,2024-falling-slowly,/musicalbum/2024-Falling-Slowly,240305,guQeMg5g_yc
Idol-daesung,2024-flex-x-cop-ost-part-4,/musicalbum/2024-Flex-X-Cop-OST-Part-4,240315,7Be7QU8I0XM
Idol-dahlia-kim,2024-tonight,/musicalbum/2024-Tonight,240306,WViM35iajzk
Idol-dahye,2024-the-first-ending,/musicalbum/2024-The-first-ending,240622,h5Ks89K0yag
Idol-dahye,2024-as-i-am,/musicalbum/2024-As-I-Am,241019,1kDZtfDvQ_4
Idol-dahyun4,2024-knight-flower-pt-4,/musicalbum/2024-Knight-Flower-Pt-4,240204,judoTyknnf8
Idol-dalsooobin,2024-goosebumps,/musicalbum/2024-Goosebumps,240516,UbVuNz28-VY
Idol-dalsooobin,2024-extra,/musicalbum/2024-Extra,240614,G0Eu-WCyV0w
Idol-dalsooobin,2024-muck,/musicalbum/2024-MUCK,240624,rS0ZqHu2ZwU
Idol-dane,2024-selfie,/musicalbum/2024-Selfie,241010,2xHaBbTU0nA
Idol-daniel-jikal,2024-fresh,/musicalbum/2024-Fresh,240305,7T73cbHQOQI
Idol-davii,2024-bouquet-with-tia,/musicalbum/2024-Bouquet-with-Tia,240104,OyyN49GXz7A
Idol-dayoung,2024-doctor-slump-pt-5,/musicalbum/2024-Doctor-Slump-Pt-5,240302,R0VxzTHAY-M
Idol-dazbee,2024-scarlet,/musicalbum/2024-Scarlet,240119,UKj7eM-5qEE
Idol-dazbee,2024-parallel-world,/musicalbum/2024-Parallel-World,240221,quzAzfn4P2M
Idol-dazbee,2024-catch-you-catch-me,/musicalbum/2024-Catch-You-Catch-Me,240515,aJePDwiNgRc
Idol-dazbee,2024-newtro-wave,/musicalbum/2024-NEWTRO-WAVE,240522,BtY-pC1ZBCk
Idol-dazbee,2024-fairy,/musicalbum/2024-Fairy,240724,2LdIjJ56PZA
Idol-dazbee,2024-dream-island,/musicalbum/2024-Dream-Island,240802,XJmmW75SflI
Idol-dazbee,2024-nemuranai-yume,/musicalbum/2024-Nemuranai-Yume,241129,WHKY0OUU0g8
