Artist ID,Album ID,Album URL,Album date,Video link
Idol-1060,2023-grit-9,/musicalbum/2023-Grit-9,230531,
Idol-1060,2023-grit-8,/musicalbum/2023-Grit-8,230329,
Idol-2da-yellow,2023-it-s-lit,/musicalbum/2023-it-s-LIT,230209,G1-hEWKvfwk
Idol-2da-yellow,2023-predator-prey-role-reversal,/musicalbum/2023-Predator-Prey-Role-Reversal,230827,viRImKTOuEU
Idol-99honest,2023-play,/musicalbum/2023-Play,230324,68OVEcyaKgc
Idol-99honest,2023-cyber-lover,/musicalbum/2023-Cyber-Lover,230414,KFlbcABV3O8
Idol-99honest,2023-honest,/musicalbum/2023-Honest,230515,KFlbcABV3O8
Idol-99honest,2023-good-bye,/musicalbum/2023-Good-Bye,230927,-ZXeR31b4PE
Idol-aalia,2023-the-killing-vote-pt-3,/musicalbum/2023-The-Killing-Vote-Pt-3,230921,nwFtBlhbS9A
Idol-aalia,2023-twinkling-watermelon-original-television-soundtrack-pt-5,/musicalbum/2023-Twinkling-Watermelon-Original-Television-Soundtrack-Pt-5,231010,y2VvUccAdCw
Idol-aalia,2023-l-for-love,/musicalbum/2023-L-for-Love,231030,jHYL2yKgWb8
Idol-aaron2,2023-time-difference,/musicalbum/2023-Time-Difference,230601,oRfZ52cUIVI
Idol-adora,2023-i-decided-to-die-naver-webtoon-ost-part-1,/musicalbum/2023-I-Decided-to-Die-Naver-Webtoon-OST-Part-1,230913,Nd4ZVPAZGGY
Idol-adora,2023-10-reasons-for-i-love-you,/musicalbum/2023-10-Reasons-for-I-Love-You,231016,jniLjLYjbB0
Idol-adora,2023-strong-girl-nam-soon-pt-5,/musicalbum/2023-Strong-Girl-Nam-soon-Pt-5,231104,1kiT_Dg3MCY
Idol-adora,2023-universe-ticket-i-m-here-for-you,/musicalbum/2023-Universe-Ticket-I-m-Here-For-You,231228,2VAs2QEneOo
Idol-agenda,2023-agenda,/musicalbum/2023-Agenda,230603,BKMeEn7AdpM
Idol-agenda,2023-d,/musicalbum/2023-D,230209,ATql1JgG1VY
Idol-agenda,2023-sarangnee,/musicalbum/2023-Sarangnee,230804,DpZ0pHyw0S8
Idol-agenda,2023-sail-in-the-moon,/musicalbum/2023-Sail-in-the-Moon,231219,vQBWxyZgcZw
Idol-ahri,2023-eyes-on-me,/musicalbum/2023-Eyes-on-Me,230329,5SGwn8336iU
Idol-aiai,2023-love-visible,/musicalbum/2023-Love-Visible,230713,CTWMY3dm8KU
Idol-aiboy,2023-hype-boy,/musicalbum/2023-Hype-boy,230315,evSYBzaPCSo
Idol-ailee,2023-i-ll-hold-you,/musicalbum/2023-I-ll-hold-you,230901,7dQIn4MkLko
Idol-ailee,2023-ra-ta-ta,/musicalbum/2023-RA-TA-TA,231010,zl2rHiDXI5k
Idol-ailee,2023-secretive-workshop-episode-2,/musicalbum/2023-Secretive-Workshop-Episode-2,230116,ayRc_PZxBdE
Idol-ailee,2023-pandora-beneath-the-paradise-pt-3,/musicalbum/2023-Pandora-Beneath-the-Paradise-Pt-3,230402,BYWVCpi0x2g
Idol-ailee,2023-alchemy-of-souls-light-and-shadow-pt-3,/musicalbum/2023-Alchemy-of-Souls-Light-and-Shadow-Pt-3,230101,1wZUlOUjEvg
Idol-ailee,2023-into-my-playlist-pt-1,/musicalbum/2023-Into-My-Playlist-Pt-1,231118,G0JknhjSRB0
Idol-airi-kanna,2023-addict-on,/musicalbum/2023-ADDICT-ON,230526,kPdB6iGYBBc
Idol-airi-kanna,2023-the-last-flower,/musicalbum/2023-The-Last-Flower,231109,ajDAmJYPQ-U
Idol-akira,2023-kaleidoscope,/musicalbum/2023-Kaleidoscope,230814,xRS27tW9rIM
Idol-akira,2023-moon-recital,/musicalbum/2023-Moon-Recital,231023,hoZ9_W0yRao
Idol-ali,2023-revenant-pt-1,/musicalbum/2023-Revenant-Pt-1,230630,cVbISTnsCUs
Idol-alice2,2023-luminant,/musicalbum/2023-Luminant,230504,8sfI8iDHhYY
Idol-alisha,2023-pink-lemonade,/musicalbum/2023-Pink-Lemonade,230614,4ffdJKAGuDU
Idol-amber,2023-hatemyself,/musicalbum/2023-hatemyself,231117,waaxJ5oOdhs
Idol-ambid-jack,2023-energy-don-t-care,/musicalbum/2023-Energy-Don-t-Care,230105,ePzrl5taIiQ
Idol-ambid-jack,2023-freudian,/musicalbum/2023-Freudian,230722,ox2ph070diE
Idol-ambid-jack,2023-step-1,/musicalbum/2023-Step-1,231214,XvFYaip9kaA
Idol-amin,2023-i-m-excited,/musicalbum/2023-I-m-excited,230413,
Idol-amin,2023-blue4,/musicalbum/2023-Blue4,230825,BUPYteV_Odg
Idol-amin,2023-zoo-in-the-city-zoo-35th-anniversary-part-3-album,/musicalbum/2023-zoo-in-the-city-Zoo-35th-Anniversary-Part-3-album,231123,UJ5DO9mUnR0
Idol-amin,2023-zoo-in-the-city-zoo-35th-anniversary,/musicalbum/2023-zoo-in-the-city-Zoo-35th-Anniversary,231130,UJ5DO9mUnR0
Idol-an-da-eun,2023-crazy-of-you,/musicalbum/2023-Crazy-of-You,230201,9j_ZtzzFvoY
Idol-an-shinae,2023-doctor-cha-original-television-soundtrack-pt-5,/musicalbum/2023-Doctor-Cha-Original-Television-Soundtrack-Pt-5,230520,wK6hmnt5n7I
Idol-an-shinae,2023-respect,/musicalbum/2023-Respect,230921,PC8hO2OFw3s
Idol-anlee,2023-sunrise,/musicalbum/2023-SUNRISE,230315,qd2czmsJbMs
Idol-annyeong,2023-love-is-over,/musicalbum/2023-Love-is-Over,230219,Wbw6xF-KkZI
Idol-annyeong,2023-why-didn-t-you-tell-me-earlier,/musicalbum/2023-Why-didn-t-you-tell-me-earlier,230311,Vt5wBoB12sY
Idol-annyeong,2023-i-can-t-have-you,/musicalbum/2023-I-Can-t-Have-You,230406,f831GuNyGRs
Idol-annyeong,2023-end-of-the-road,/musicalbum/2023-End-of-the-Road,230531,qrBMbvNII9s
Idol-annyeong,2023-raining-all-day-here,/musicalbum/2023-Raining-All-Day-Here,230703,jv_uolrknjA
Idol-annyeong,2023-don-t-love-me-don-t-hug-me,/musicalbum/2023-Don-t-love-me-Don-t-hug-me,231107,Ydhinj6NEjo
Idol-annyeong,2023-your-road,/musicalbum/2023-Your-Road,231230,HqKXkjJwrvM
Idol-aria-j,2023-falling-into-the-moon,/musicalbum/2023-Falling-into-the-Moon,230127,PPVfgIJ4XYw
Idol-ash-b,2023-lit,/musicalbum/2023-LIT,230715,NYT3Opelerg
Idol-ash-island,2023-more-roses,/musicalbum/2023-More-ROSES,230727,TZjPrZxhB0I
Idol-ash-island,2023-stay-with-me-feat-skinny-brown,/musicalbum/2023-Stay-With-Me-Feat-Skinny-Brown,231218,-E8rHkAlHmQ
Idol-ash-island,2023-rose,/musicalbum/2023-Rose,230503,dP8gC3FYpis
Idol-ash-island,2023-i-remember,/musicalbum/2023-I-remember,230629,TYoxtnr-_0Q
Idol-avokid,2023-lie-to-me,/musicalbum/2023-Lie-To-Me,230517,DBpu1IXxZD4
Idol-avokid,2023-wake-me-up,/musicalbum/2023-Wake-Me-Up,230910,dHmoE5c9Bnk
Idol-avokid,2023-1-2-3,/musicalbum/2023-1-2-3,230217,MCDZY6Oa7Lg
Idol-ayatsuno-yuni,2023-how-to-be-mine,/musicalbum/2023-How-to-be-mine,230720,pkypi5nXSYM
Idol-b-i,2023-to-die-for,/musicalbum/2023-To-Die-For,230601,erFX6YKDpCk
Idol-b-i,2023-4-letters-feat-james-reid,/musicalbum/2023-4-Letters-Feat-James-Reid,230929,WaM-_uYTmBA
Idol-b-i,2023-jacuzzi,/musicalbum/2023-Jacuzzi,231012,MvV3-L20tLE
Idol-b-i,2023-love-or-loved-part-2,/musicalbum/2023-Love-or-Loved-Part-2,231110,DDsuDUu0uv0
Idol-baek-a-yeon,2023-lime-i-m-so,/musicalbum/2023-Lime-I-m-So,231106,Gv8MJjQisUQ
Idol-baek-yerin,2023-new-year,/musicalbum/2023-New-Year,230101,sCgEK1TCR1w
Idol-baek-yeseul,2023-poong-the-joseon-psychiatrist-2-pt-3,/musicalbum/2023-Poong-The-Joseon-Psychiatrist-2-Pt-3,230126,YsX6ijPcgG4
Idol-baekho,2023-elevator,/musicalbum/2023-Elevator,230831,0AucSv2oQ1k
Idol-baekho,2023-what-are-we-feat-park-jiwon-of-fromis-9,/musicalbum/2023-What-are-we-Feat-Park-Jiwon-of-fromis-9,231207,oCwgkBrRivI
Idol-baekho,2023-abracadabra,/musicalbum/2023-Abracadabra,230928,KqyaMidL3EQ
Idol-baekhyun,2023-dr-romantic-3,/musicalbum/2023-Dr-Romantic-3,230428,8p-W4r5fBQE
Idol-bain,2023-sing-my-crush-pt-1,/musicalbum/2023-Sing-my-Crush-Pt-1,230902,zWXjQaskiaI
Idol-bambam,2023-sour-sweet,/musicalbum/2023-Sour-Sweet,230328,khs5uwH2vbY
Idol-ban-seolhee,2023-sentimental-baby,/musicalbum/2023-Sentimental-Baby,230720,-MMdeSk5Dt4
Idol-ban-seolhee,2023-fortune-cookie,/musicalbum/2023-Fortune-Cookie,231123,4ztUJm0H9wo
Idol-bang-yedam,2023-miss-you,/musicalbum/2023-Miss-You,231110,HnQ4oMwLTDk
Idol-bang-yedam,2023-only-one,/musicalbum/2023-ONLY-ONE,231123,reu_QSVykhw
Idol-bang-yongguk,2023-green,/musicalbum/2023-Green,230417,KwiaIdH5eV4
Idol-bang-yongguk,2023-the-colors-of-love,/musicalbum/2023-The-Colors-of-Love,230502,s2ud__lLgU0
Idol-be-o,2023-akita,/musicalbum/2023-Akita,230216,IjTc_6KVq6g
Idol-be-o,2023-billion-music-project-vol-1,/musicalbum/2023-BILLION-MUSIC-PROJECT-VOL-1,230322,n1b74Poei_M
Idol-be-o,2023-baby,/musicalbum/2023-Baby,230630,ef4hQSqHR8c
Idol-be-o,2023-mad,/musicalbum/2023-MAD,231128,f-FIRwhC7Go
Idol-bebe-yana,2023-64,/musicalbum/2023-64,230320,X7Jisf8DhDo
Idol-bebe-yana,2023-chemistry2,/musicalbum/2023-Chemistry2,230621,T2CIz6r1gDU
Idol-bebe-yana,2023-vision-getting-blurred,/musicalbum/2023-Vision-Getting-Blurred,231011,X65Gl7y4jKM
Idol-bebe-yana,2023-vroom-vroom,/musicalbum/2023-VROOM-VROOM,231129,lwA9uIPCiPs
Idol-becky,2023-illusion,/musicalbum/2023-Illusion,230516,bXwx8r774oA
Idol-beenzino,2023-trippy,/musicalbum/2023-Trippy,230130,
Idol-bella,2023-juice,/musicalbum/2023-Juice,230228,9GV2IFWbxKI
Idol-bibi,2023-i-am-shampoo,/musicalbum/2023-I-Am-Shampoo,230407,ymtidte8hqc
Idol-bibi,2023-hongdae-r-b,/musicalbum/2023-Hongdae-R-B,230831,Uta7Qawk0hM
Idol-bibi,2023-bibi-vengeance-remix,/musicalbum/2023-BIBI-Vengeance-Remix,230308,jP5R-DLou08
Idol-big-naughty,2023-interest-of-love-pt-5,/musicalbum/2023-Interest-of-love-Pt-5,230118,p3zMfZqcfMU
Idol-big-naughty,2023-fxxxnds,/musicalbum/2023-Fxxxnds,230129,j7PZv7Ni7pk
Idol-big-naughty,2023-vancouver-2,/musicalbum/2023-Vancouver-2,230919,mev609MxcRE
Idol-big-naughty,2023-dingo-x-big-naughty,/musicalbum/2023-Dingo-X-BIG-Naughty,231228,2temfTF6FAA
Idol-bikini-cactus,2023-prototype,/musicalbum/2023-prototype,230209,RW0caiL9CG0
